QKEY,KP_W32,Device_Type_W32,LANGUAGE_W32,FORM_W32,SATLIFEA_W32,SATLIFEB_W32,SATLIFEC_W32,SATLIFED_W32,SATLIFEE_W32,SOCASSIGN_W32,SOCTRUST_W32,SOCTRUST2_W32,SOCTRUST3_W32,SOCTRUST4_W32,SOCTRUST5_W32,COMMYRS_W32,COMATTACH_W32,FEELA_W32,FEELB_W32,FEELC_W32,FEELD_W32,INC_W32,INCFUTURE_W32,COMMIMPA_W32,COMMIMPB_W32,COMMIMPC_W32,COMMIMPD_W32,COMMIMPE_W32,COMMIMPF_W32,COMMIMPG_W32,COMMIMPH_W32,FAMNEAR_W32,SUCCESSIMPA_W32,SUCCESSIMPB_W32,SUCCESSIMPC_W32,SUCCESSIMPD_W32,FEDSHAREA_W32,FEDSHAREB_W32,FEDSHAREC_W32,LOCALPROBA_W32,LOCALPROBB_W32,LOCALPROBC_W32,LOCALPROBD_W32,LOCALPROBE_W32,LOCALPROBF_W32,LOCALPROBG_W32,LOCALPROBH_W32,LOCALPROBI_W32,LOCALPROBJ_W32,LOCALPROBK_W32,LOCALPROBL_F1_W32,LOCALPROBM_F2_W32,JOBSFUTURE_W32,HARASS1A_W32,HARASS1B_W32,HARASS1C_W32,HARASS1D_W32,HARASS2F1_W32,HARASS3F2_W32,HARASS4_W32,HARASS5_W32,GROWUPNEAR_W32,LIFELOC_W32,REASSTAY_m1_W32,REASSTAY_m2_W32,REASSTAY_m3_W32,REASBACK_m1_W32,REASBACK_m2_W32,REASBACK_m3_W32,REASMOVE_m1_W32,REASMOVE_m2_W32,REASMOVE_m3_W32,VALUEURBAN_W32,VALUESUBURB_W32,VALUERURAL_W32,NEIGHKNOW_W32,NEIGHINTERA_W32,NEIGHINTERB_W32,NEIGHINTERC_W32,NEIGHINTERD_W32,NEIGHKEYS_W32,NEIGHKIDS_W32,NEIGHSAMEA_W32,NEIGHSAMEB_W32,NEIGHSAMEC_W32,IMMCOMM_W32,IMMIMPACT_W32,GROWUPUSR_W32,COMTYPE2_W32,CITYSIZE_W32,SUBURBNEAR_W32,COMTYPE2_INS_W32,VIEWCOMM_W32,PROBSELF_W32,PROBURBAN_W32,PROBSUBURB_W32,PROBRURAL_W32,WANTMOVE_W32,WILLMOVE_W32,MOVEURBAN_W32,MOVESUBURB_W32,MOVERURAL_W32,THERMTRUMP_W32,THERMOBAMA_W32,THERMPENCE_W32,ETHNCMAJ_W32,IMMCULT2_W32,MARRFAM2_W32,ECONFAIR2_W32,WOMENOPPS_W32,GOVT_ROLE_W32,WHADVANT_W32,GAYMARR2_W32,ABORTION_W32,ABORTIONRESTR_W32,ABORTIONALLOW_W32,CLASS_W32,MISINFG_W32,MISINFT_W32,F_CREGION_FINAL,F_AGECAT_FINAL,F_SEX_FINAL,F_EDUCCAT_FINAL,F_EDUCCAT2_FINAL,F_HISP_RECRUITMENT,F_RACECMB_RECRUITMENT,F_RACETHN_RECRUITMENT,F_CITIZEN_RECODE_FINAL,F_MARITAL_FINAL,F_RELIG_FINAL,F_BORN_FINAL,F_ATTEND_FINAL,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_INCOME_FINAL,F_INCOME_RECODE_FINAL,F_REG_FINAL,F_IDEO_FINAL,F_INTUSER_FINAL,F_VOLSUM_FINAL,DIVISION_BY_MSA,WEIGHT_W32,WEIGHT_W32_ATP
333334782651,1,1,9,2,1,2,1,1,1,2, ,2, , , ,1,4,1,2,3,4,1, ,3,1,1,3,1,2,3,4,4,2,1,1,1,2,2,2,2,3,2,1,3,3,2,2,1,1,3, ,3,3,3,2,1,1, ,1,2, ,2, , , , , , , , , , ,4,2,2,4, , , , , , ,5,5,5,4, ,3,3, , ,3,3,3,4,4, ,2,3, , , ,0,0,0,3,2,2,1,1,2,2,3,1,2, ,3, , ,2,2,1,2,3, , ,1, ,1, , , ,4,2,2,5,2, ,1,1,2,5,1.8470925369, 
333334783228,1,1,9,1,1,1,2,1,1,3, , ,4, , ,5,3,4,1,1,3,1, ,1,1,4,4,3,3,2,4,4,2,1,1,1,3,2,2,1,2,3,3,2,2,3,1,2,3,2,2, ,2,1,1,1,1,2, ,1,3,99, , , , , , , , , , ,2,2,2,2,3,6,3,5,1,1,1,1,3,3,3,3,3, , ,3,3,3,2,2, ,1,1, , ,1,50,25,100,3,2,2,1,1,2,4,1,1,1, ,3, , ,1,3,2,1,6, , ,1, ,1, , , ,1, ,1,8,1, ,2,1,1,4,0.1576078619, 
333334783275,1,1,9,2,2,3,3,2,3,1,2, , , , ,5,4,1,3,1,1,2,2,3,3,3,3,3,3,2,3,2,2,2,1,1,1,1,2,2,1,3,2,1,3,3,1,2,2,2, ,3,2,2,3,3,3, ,2,1,3,1,1,1, , , , , , , , ,4,4,4,4, , , , , , ,4,4,4,2,2,3,3, , ,3,2,1,2,2, ,1,2, , ,1,100,2,100,3,1,1,1,1,2,4,4,1,1, ,5, , ,3,2,1,3,2, , ,1, ,3, , , ,1, ,1,6,2, ,1,1,2,9,1.5715805017, 
333334783411,1,3,9,1,2,2,2,4,2,1,2, , , , ,5,2,4,2,2,3,1, ,3,1,2,3,1,1,2,2,1,3,1,1,1,3,1,2,1,1,3,1,1,1,3,1,1,3,1,1, ,2,1,3,2,2,3, ,2, ,1,1,1, , , , , , , , ,3,3,1,2,5,6,6,6,2,8,1,2,3,1,2,3,3, , ,3,3,2,2,1, ,3,2, , , ,50,0,100,2,1,2,2,2,1,3,4,2, ,1,3, , ,3,2,2,3,2, , ,1, ,1, , , ,1, ,1,5,2, ,2,1,2,10,0.9057234698, 
333334783564,1,1,9,2,1,3,2,3,2,4, , , ,3, ,4,2,3,1,2,2,2,1,2,1,1,3,2,1,1,2,2,2,1,1,2,2,1,3,1,1,3,2,3,1,2,1,2,2,3, ,3,3,1,2,1,1, ,3,1,3,1,2, , , ,1,3, , , , ,4,3,2,3,5,6,6,6,1,1,1,2,4,1,1,3,3, , ,3,4,3,4,3, ,3,2, , , ,50,25,5,3,2,2,1,2,2,2,2,2, ,1,5, , ,2,1,1,3,2, , ,1, ,1, , , ,3,1,1,3,3, ,3,1,2,6,1.4817850672, 
333334784688,1,2,9,1,1,1,1, ,1,4, , , ,1, ,5,1,4,1,1,3,1, ,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,2,1,2,3,1,1,2,2,1,2,2,2,2, ,2,2,2,2,2,3, ,1,2,2, , , , , , , , , , ,3,4,1,2,3,5,6,5,1,1,2,2,2,2,1,3,3, , ,3,3,4,2,2, ,2,3, , , ,50,25,25,3,99,99,99,99,99,3,3,99, , ,3, , ,4,3,2,2,3, , ,1, ,1, , , ,4,99,9,9,1, ,99,1,1,17,0.202155387, 
333334784740,1,3,9,1,1,2,1, ,1,5, , , , ,1,5,1,2,1,1,2,1, ,1,1,1,2,1,2,1,1,3,1,1,1,1,2,99,2,2,2,3,3,2,2,2,2,2,2,2,2, ,1,3,3,3,3,99, ,1,1,2, , , , , , , , , , ,1,1,1,2,99,6,6,6,1,8,1,4,99,3,3,2,1,3, ,1,99,99, ,2,2,2,4, , , ,50,0,100,3,99,1,1,99,2,99,4,2, ,1,3, , ,2,4,2,1,5, , ,1, ,1, , , ,99,1,1,7,1, ,2,1,1,11,0.4152167271, 
333334784985,1,3,9,2,4,3,3,1,3,4, , , ,3, ,4,3,1,2,3,3,2,2,3,3,2,2,3,2,3,3,2,2,2,2,1,1,2,2,2,2,2,2,1,2,3,2,3,2,3, ,3,3,1,1,2,2, ,3,2, ,2, , , , , , , , , , ,3,2,2,3,5,6,6,6,2,8,2,4,3,3,3,3,3, , ,3,3,3,3,2, ,2,3, , , ,0,75,5,3,1,1,1,2,1,2,1,1,2, ,4, , ,2,2,2,1,5, , ,1, ,1, , , ,1, ,1,7,1, ,3,1,1,5,0.56405693, 
333334785056,1,3,9,2,2,2,3, ,3,1,2, , , , ,5,3,2,3,2,2,2,2,2,3,3,3,2,3,2,3,3,2,1,1,1,2,2,3,1,2,3,1,2,2,1,1,1,2,1, ,2,2,1,1,2,2, ,2,1,3,1,1,1,6, , , , , , , ,4,4,4,2,2,4,4,5,2,2,2,4,3,4, ,1,1,3, ,1,3,3, ,1,1,1,1,3, , ,100,0,50,3,1,1,1,1,2,4,3,2, ,1,5, , ,2,2,1,2,4, , ,1, ,1, , , ,4,1,1,2,3, ,3,1,1,6,0.2541701438, 
333334785070,1,3,9,1,1,1,1, ,1,4, , , ,2, ,4,2,4,1,1,3,1, ,2,3,3,3,3,3,2,3,3,3,1,1,1,1,3,2,2,2,3,3,3,1,2,2,2,2,3,2, ,1,2,1,2,3,2, ,1,1,2, , , , , , , , , , ,2,2,3,3,3,4,6,5,1,1,1,2,4,3,1,1,1,3, ,1,3,3, ,2,3,2,3, , , ,100,50,100,3,1,1,2,1,2,3,3,2, ,1,4, , ,3,4,2,3,2, , ,1, ,1, , , ,1, ,1,6,2, ,2,1,1,7,0.4961671383, 
333334785562,1,3,9,2,2,2,2,2,1,5, , , , ,1,5,1,3,1,2,2,2,2,2,1,2,3,1,1,1,3,2,1,1,1,1,3,3,3,1,1,2,2,1,3,3,2,2,3,3, ,3,1,3,2,1,2, ,3,1,3,1,2, , , ,98, , , , , ,3,2,2,1,1,2,2,3,1,1,3,2,3,4, ,1,2, ,2,2,3,1,3, ,2,2,3, , , ,10,10,0,1,99,2,1,2,1,99,2,99, , ,2, , ,3,2,2,1,6, , ,1, ,1, , , ,3,2,2,2,3, ,4,1,99,7,1.2066267204, 
333334786281,1,1,9,2,2,3,2,1,3,4, , , ,2, ,5,2,2,1,1,2,1, ,3,1,2,2,2,1,2,4,2,2,2,1,1,1,2,2,1,1,2,3,1,2,1,3,1,2,3, ,3,2,2,1,1,1, ,2,2, ,1,1,99, , , , , , , , ,2,2,2,3,5,6,5,5,1,1,1,4,4,3,1,3,3, , ,3,3,4,3,2, ,2,3, , , ,40,75,0,3,2,1,1,1,1,2,2,1,1, ,3, , ,1,2,1,2,3, , ,1, ,1, , , ,3,2,2,8,1, ,3,1,1,4,0.3230644503, 
333334786284,1,3,9,1,1,2,1, ,1,5, , , , ,1,3,3,3,2,1,4,1, ,2,1,2,2,2,1,3,3,4,2,1,1,1,3,3,3,2,1,2,2,2,2,2,1,2,2,1,1, ,3,3,3,2,1,1, ,1,3,2, , , , , , , , , , ,2,1,3,3,3,6,5,6,1,8,2,2,3,2,1,2,2, ,2,2,2,2,2, ,2,2,3, , , ,0,66,0,3,2,1,1,2,1,1,2,1,2, ,2, , ,4,4,2,2,4, , ,1, ,1, , , ,2, ,2,8,1, ,4,1,2,17,0.7027161961, 
333334786393,1,3,9,1,1,1,1,1,1,5, , , , ,1,5,1,4,1,1,2,1, ,2,1,3,2,1,3,1,2,2,3,1,1,1,1,1,2,2,2,3,3,3,2,3,2,2,2,3,2, ,3,2,3,2,3,2, ,2, ,1,2, , , ,5, , , , , ,3,2,2,2,2,3,3,5,1,8,2,2,2,3,3,2,3, , ,3,2,3,3,2, ,2,4, , , ,100,0,100,2,1,2,2,1,2,99,4,99, , ,3, , ,2,4,1,1,5, , ,1, ,1, , , ,1, ,1,8,1, ,2,1,1,12,0.1467855192, 
333334786728,1,3,9,2,3,3,2,2,2,3, , ,6, , ,5,2,2,2,3,2,2,1,3,1,2,2,1,2,1,3,4,2,1,1,1,2,1,1,2,1,2,3,3,2,2,1,1,2,3, ,2,1,1,3,3,2, ,2,1,2,1,2, , , ,99, , , , , ,3,4,1,2,2,5,2,4,1,8,2,3,2,1,3,3,3, , ,3,3,3,2,2, ,3,3, , , ,0,70,1,3,2,2,1,1,2,3,4,1,1, ,4, , ,2,3,1,2,3, , ,1, ,3, , , ,3,2,2,5,2, ,3,1,1,11,0.1343005005, 
333334786952,1,1,9,1,1,1,2,1,1,4, , , ,2, ,5,2,3,1,1,2,1, ,3,1,3,3,1,2,2,3,1,2,1,1,1,3,3,3,2,2,3,3,1,3,3,3,2,3,3,2, ,1,3,3,3,3,3, ,2, ,2, , , , , , , , , , ,3,2,1,3,4,5,6,5,1,8,2,2,2,3,3,3,3, , ,3,3,3,2,2, ,2,3, , , ,50,50,50,3,2,2,2,1,1,4,99,99, , ,3, , ,2,2,1,2,4, , ,1, ,1, , , ,4,99,9,7,1, ,3,1,2,12,0.9755682064, 
333334787809,1,1,9,1,2,4,1,2,1,4, , , ,3, ,3,3,2,1,1,1,1, ,3,1,4,1,2,2,1,1,3,2,1,1,1,1,1,3,3,3,3,3,1,2,3,2,3,2,3,2, ,1,1,1,2,2,2, ,1,2,2, , , , , , , , , , ,4,2,1,2,3,5,4,5,1,1,1,2,4,1,3,3,3, , ,3,4,4,2,2, ,1,1, , ,1,60,10,90,3,1,1,2,1,2,3,4,2, ,2,2, , ,2,2,1,1,6, , ,1, ,1, , , ,3,1,1,9,1, ,1,1,2,5,1.3729600959, 
333334787851,1,3,9,1,2,2,3,2,2,1,1, , , , ,4,2,4,1,1,3,2,2,2,1,3,3,2,2,2,3,3,1,1,1,1,1,3,2,1,1,2,1,3,2,3,1,2,2,3,2, ,3,2,2,2,2,3, ,2, ,1,2, , , ,1, , , , , ,3,2,2,3,6,6,6,6,2,2,1,4,4,2,3,2,3, , ,3,3,3,2,2, ,3,3, , , ,0,100,0,2,1,2,2,2,1,2,2,1,2, ,4, , ,1,2,1,3,2, , ,1, ,1, , , ,2, ,2,8,1, ,4,1,2,3,1.3647561938, 
333334787878,1,1,9,2,2,1,3,4,1,5, , , , ,1,3,3,3,2,2,2,2,1,2,3,2,4,1,3,2,4,2,2,1,1,1,2,1,2,1,2,3,2,3,2,1,2,3,3,3, ,3,2,1,2,1,1, ,3,1,3,1,1,98, , , , , , , , ,3,3,3,3,4,6,6,6,1,8,1,5,4,3,3,2,2, ,1,2,2,2,2, ,2,1,1, ,1, ,0,75,0,3,2,2,1,2,1,1,1,1,1, ,5, , ,3,1,2,1,5, , ,1, ,6, , , ,2, ,2,2,3, ,4,1,1,13,0.5567058651, 
333334788570,1,3,9,2,1,3,2,3,2,3, , ,6, , ,5,3,2,2,2,2,2,1,2,3,2,2,3,2,2,2,3,1,1,1,1,2,3,3,3,2,3,3,1,3,2,3,2,3,2, ,3,3,2,1,2,1, ,2,1,2,1,2, , , ,99, , , , , ,3,2,2,4, , , , , , ,2,2,2,3,3,3,3, , ,3,3,3,3,3, ,1,2, , ,3,30,10,50,3,2,2,2,2,2,2,2,1,2, ,3, , ,3,1,2,1,5, , ,1, ,6, , , ,1, ,1,9,1, ,3,1,2,9,3.9761427991, 
333334788600,1,3,9,2,1,2,1,2,2,2, ,1, , , ,5,2,2,2,2,2,1, ,3,1,2,2,2,2,2,2,1,2,1,1,1,1,1,2,1,1,3,3,2,2,3,2,2,2,3, ,3,3,1,3,3,2, ,2,2, ,1,1,5,1, , , , , , , ,3,3,2,2,5,5,5,6,1,8,1,2,3,3,3,3,3, , ,3,3,3,3,3, ,3,4, , , ,70,30,90,2,1,1,1,1,2,3,3,2, ,1,3, , ,2,3,1,1,5, , ,1, ,3, , , ,3,1,1,7,1, ,3,1,1,6,0.1299314893, 
333334788682,1,3,9,1,4,3,4,4,3,5, , , , ,2,5,3,1,2,3,1,2,2,3,2,3,1,2,2,3,2,2,2,2,1,1,3,3,3,1,2,3,3,3,2,3,3,3,3,3,2, ,3,2,2,2,2,3, ,1,2,1,1,99, , , , , , , , ,3,2,2,3,4,6,6,6,1,1,1,2,3,3,3,3,2, ,3,2,3,2,2, ,2,1,4, ,3, ,70,0,50,3,2,2,2,1,2,3,3,2, ,2,4, , ,3,2,1,2,4, , ,1, ,1, , , ,4,1,1,7,1, ,1,1,2,13,1.4452472857, 
333334789315,1,3,9,1,1,1,2,1,1,2, ,2, , , ,5,1,4,1,1,2,1, ,3,1,2,1,2,1,2,1,1,2,1,1,1,2,2,2,99,1,2,1,1,1,2,1,1,2,3,3, ,3,3,3,3,3,3, ,2, ,1,1,4,12, , , , , , , ,4,3,1,1,4,4,5,6,1,1,1,2,3,3,1,3,3, , ,3,3,3,2,2, ,2,4, , , ,100,0,100,2,1,1,1,1,1,4,3,2, ,2,4, , ,3,2,1,3,2, , ,1, ,1, , , ,1, ,1,6,2, ,2,1,1,8,0.2284289837, 
333334789358,1,3,9,2,2,2,4, ,3,4, , , ,3, ,1,4,1,4,2,2,2,2,4,1,2,3,1,3,2,3,3,2,1,1,1,1,2,2,1,1,3,2,3,1,3,1,1,1,2, ,1,2,2,2,1,1, ,3,2, ,1,2, , , ,99, , , , , ,3,3,4,3,2,4,3,6,2,2,3,2,3,2,3,3,3, , ,3,1,3,3,3, ,3,4, , , ,0,90,30,2,1,2,1,2,1,3,4,1,1, ,4, , ,3,4,1,3,1, , ,1, ,1, , , ,2, ,2,3,3, ,3,0,2,7,2.0374858665, 
333334790458,1,3,9,1,1,1,1, ,1,4, , , ,3, ,5,3,3,1,1,3,1, ,3,1,4,1,1,3,2,3,3,3,1,1,1,1,1,1,1,2,2,2,1,1,3,1,1,2,1,2, ,2,1,1,3,2,2, ,2, ,2, , , , , , , , , , ,1,1,1,3,3,5,6,6,1,8,2,4,4,3,3,2,3, , ,3,3,4,1,1, ,3,1, , , ,100,0,85,3,1,1,1,1,2,4,3,2, ,1,5, , ,1,4,1,3,2, , ,1, ,1, , , ,1, ,1,3,3, ,2,1,1,2,0.3371986893, 
333334790637,1,1,9,2,1,1,1,1,1,4, , , ,2, ,2,2,4,1,2,4,1, ,3,1,3,3,2,2,2,2,1,2,1,1,1,1,1,3,1,2,3,2,2,2,2,2,1,2,2, ,3,3,2,3,3,2, ,3,2, ,1,1,4, , , , , , , , ,3,3,2,3,5,6,6,6,2,8,2,4,4,4, ,3,1,3, ,1,2,99, ,2,2,2,4, , , ,85,20,100,3,1,1,2,2,1,4,4,2, ,2,4, , ,3,2,2,3,2, , ,1, ,1, , , ,1, ,1,7,1, ,3,1,2,14,1.0508065146, 
333334791143,1,1,9,1,2,3,4, ,2,3, , ,2, , ,3,2,2,2,2,2,2,1,3,1,1,4,1,1,2,2,1,2,1,1,1,2,1,3,2,1,3,2,3,2,3,3,2,2,3,1, ,1,1,1,1,1,3, ,1,3,1,1,1, , , , , , , , ,2,4,1,3,2,5,6,6,1,1,1,5,5,4, ,1,1,3, ,1,3,4, ,3,2,2,1, , , ,100,100,100,2,1,1,1,2,2,2,4,2, ,2,4, , ,3,2,2,3,2, , ,1, ,1, , , ,3,1,1,5,2, ,2,1,2,9,2.5186332849, 
333334791236,1,3,9,2,2,2,3,2,1,1,2, , , , ,5,1,3,1,2,2,2,2,2,1,3,2,1,1,1,1,1,2,1,1,1,2,99,2,1,2,1,1,1,2,2,2,2,2,2, ,2,3,1,1,1,2, ,2,1,2,1,2, , , ,99, , , , , ,2,4,2,1,3,4,3,4,1,1,1,2,2,4, ,3,3, , ,3,2,2,2,2, ,2,4, , , ,85,0,80,2,1,2,1,1,2,3,3,1,1, ,4, , ,3,2,2,2,4, , ,1, ,1, , , ,1, ,1,6,2, ,2,1,2,10,0.9378993472, 
333334792530,1,3,9,1,1,2,2,2,2,5, , , , ,2,5,3,2,2,2,2,2,2,2,1,4,4,2,2,4,4,1,3,1,1,1,2,2,2,2,1,3,2,3,2,2,2,2,2,2,2, ,1,1,1,3,2,2, ,2, ,1,1,98, , , , , , , , ,2,2,2,4, , , , , , ,99,99,99,99, ,3,3, , ,3,2,2,2,2, ,1,2, , ,1,50,50,50,3,2,1,1,2,1,2,1,1,1, ,3, , ,1,1,2,3,2, , ,1, ,1, , , ,3,99,9,6,2, ,3,1,2,1,4.6512952356, 
333334792738,1,3,9,1,1,2,2, ,2,5, , , , ,1,1,3,2,2,2,2,2,2,2,3,2,2,2,4,2,2,4,1,1,1,2,3,3,2,2,1,3,1,2,1,1,2,2,2,2,99, ,1,2,3,1,1,1, ,2, ,2, , , , , , , , , , ,2,2,1,4, , , , , , ,4,2,5,2,1,3,2, ,1,2,2,2,2, ,2,1,1, ,1, ,90,50,100,3,1,2,1,2,1,2,2,2, ,1,3, , ,3,3,1,2,3, , ,1, ,1, , , ,1, ,1,8,1, ,2,1,2,9,0.5850985324, 
333334793277,1,2,9,2,1,2,3, ,1,5, , , , ,1,5,1,2,1,1,2,2,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,2,2,3,2,3,3,3,2,2,2,3,2,3, ,2,3,2,3,1,1, ,3,1,2,1,1,13,4,12, , , , , , ,3,2,1,2,2,5,5,5,1,1,1,1,2,2,2,2,1,2, ,1,2,3, ,1,1,2,4, , , ,0,50,0,3,1,2,1,2,2,2,2,1,1, ,4, , ,2,4,2,3,2, , ,1, ,5, , , ,2, ,2,2,3, ,3,1,2,12,1.0581910514, 
333334793387,1,2,9,2,1,1,2,2,2,5, , , , ,1,2,3,2,1,1,3,1, ,3,1,3,2,1,2,2,4,2,2,1,1,2,3,3,3,3,2,3,3,3,1,2,3,3,3,3, ,2,3,3,3,2,2, ,1,2, ,2, , , , , , , , , , ,2,2,3,3,4,5,6,6,1,1,2,2,4,3,1,2,2, ,2,2,2,3,3, ,4,1,2, ,1, ,10,100,10,1,2,2,1,2,1,1,1,1,1, ,3, , ,2,3,2,1,6, , ,1, ,1, , , ,2, ,2,6,2, ,5,1,2,5,2.198232349, 
333334793569,1,2,9,1,1,2,1, ,1,1,2, , , , ,2,2,2,1,1,3,1, ,2,2,3,2,2,2,2,3,2,2,1,1,1,3,3,3,3,2,3,2,2,2,3,2,2,2,2,3, ,3,2,2,2,3,3, ,1,1,2, , , , , , , , , , ,3,2,2,2,4,6,6,6,2,8,2,4,2,3,3,2,3, , ,3,3,3,3,2, ,2,4, , , ,70,30,70,3,1,1,1,1,2,3,3,2, ,1,3, , ,3,3,2,1,5, , ,1, ,3, , , ,1, ,1,6,2, ,2,1,2,10,0.4893178571, 
333334793827,1,1,9,1,2,3,3, ,3,3, , ,6, , ,4,3,2,1,3,3,2,2,1,4,2,2,3,2,3,3,1,2,2,2,2,1,2,2,2,2,3,1,3,3,1,99,2,2,2,2, ,2,2,2,2,2,1, ,2, ,1,1,99, , , , , , , , ,1,3,4,2,5,6,5,5,1,8,1,2,4,2,99,3,3, , ,3,3,3,99,4, ,2,2, , , ,0,80,20,3,2,2,1,2,1,2,1,99, , ,2, , ,2,1,2,2,3, , ,1, ,6, , , ,3,2,2,9,1, ,5,1,2,6,4.0620753856, 
333334794241,1,3,9,2,2,2,2,2,3,1,2, , , , ,2,2,3,1,1,2,2,2,2,1,2,4,2,2,2,4,2,2,1,1,1,3,3,2,1,1,2,2,1,1,1,2,2,2,3, ,2,3,2,2,2,2, ,2,1,3,2, , , , , , , , , , ,3,3,3,3,3,4,3,5,1,8,99,99,99,99, ,2,3, , ,3,3,3,2,2, ,2,3, , , ,50,45,50,3,2,2,2,2,2,3,1,1,1, ,3, , ,1,3,2,1,5, , ,1, ,3, , , ,4,99,9,4,2, ,3,1,1,3,0.3328545963, 
333334794324,1,1,9,1,1,1,2,1,1,1,1, , , , ,5,1,3,1,1,2,2,2,2,1,3,1,1,1,1,1,2,2,1,1,2,3,2,2,2,2,3,3,3,3,3,2,3,2,3,3, ,3,2,2,1,1,2, ,2, ,1,2, , , ,3, , , , , ,3,3,2,2,3,3,4,5,1,1,1,2,2,2,1,3,2, ,1,2,2,3,3, ,3,2,3, , , ,95,10,95,3,2,1,2,1,2,3,4,2, ,1,3, , ,4,3,1,3,2, , ,1, ,1, , , ,1, ,1,8,1, ,2,1,1,15,0.3378244025, 
333334794592,1,1,9,2,1,2,2,4,1,2, ,1, , , ,4,2,3,1,1,2,1, ,2,2,2,2,2,1,2,3,2,2,1,1,2,1,3,2,2,1,2,2,2,1,2,2,2,2,2, ,2,3,2,2,1,1, ,3,1,3,2, , , , , , , , , , ,2,2,2,2,4,5,5,5,1,1,2,2,2,3,3,2,3, , ,3,2,3,3,3, ,3,3, , , ,80,20,80,3,1,1,1,2,2,2,2,2, ,1,3, , ,2,3,2,1,5, , ,1, ,1, , , ,1, ,1,8,1, ,3,1,2,5,0.7015815821, 
333334794647,1,2,9,1,1,1,3,3,2,3, , ,8, , ,4,3,2,1,2,2,2,2,4,4,3,3,3,2,2,2,2,2,1,1,1,1,1,2,1,2,3,2,3,1,2,2,2,2,2,2, ,2,2,2,1,2,3, ,2, ,2, , , , , , , , , , ,3,3,2,3,5,6,6,6,2,8,2,4,4,2,3,1,3, , ,3,3,4,4,4, ,2,4, , , ,50,50,50,3,2,2,1,2,2,3,4,2, ,2,3, , ,2,2,2,1,5, , ,1, ,1, , , ,3,1,1,7,1, ,2,1,2,6,1.3354889776, 
333334794740,1,3,9,2,1,1,1, ,1,5, , , , ,1,3,1,4,1,1,4,1, ,2,1,1,2,1,1,2,2,3,1,1,1,1,1,2,2,1,1,3,1,2,1,2,2,2,2,1, ,2,3,1,1,1,1, ,3,2, ,2, , , , , , , , , , ,2,2,2,3,3,1,1,4,1,8,2,2,2,1,3,2,3, , ,3,2,2,1,1, ,3,2, , , ,100,0,50,2,1,2,1,2,2,3,4,2, ,1,2, , ,3,3,2,3,2, , ,1, ,1, , , ,1, ,1,6,2, ,1,1,2,13,1.0618765243, 
333334794757,1,3,9,2,1,1,2, ,1,1,2, , , , ,5,3,3,1,1,4,1, ,3,1,2,4,3,2,2,4,3,2,1,1,1,1,1,2,2,2,3,3,3,1,3,2,2,2,2, ,3,3,3,3,2,2, ,3,1,3,2, , , , , , , , , , ,3,3,1,3,2,3,3,6,1,8,1,3,3,3,1,3,3, , ,3,1,1,1,1, ,2,4, , , ,75,0,70,3,1,1,1,2,2,4,2,2, ,1,4, , ,2,4,2,3,2, , ,1, ,1, , , ,1, ,1,2,3, ,3,1,2,5,1.6279458667, 
333334794828,1,3,9,2,2,2,1,1,2,5, , , , ,1,4,1,3,1,1,3,1, ,3,2,2,2,2,2,1,3,1,2,2,1,2,2,2,2,1,2,2,2,2,2,3,2,2,2,2, ,3,3,2,2,1,2, ,2,2, ,2, , , , , , , , , , ,2,2,2,3,3,6,6,6,1,8,2,2,3,2,3,2,2, ,3,2,2,2,2, ,2,3,2, , , ,1,90,40,3,2,2,1,2,2,3,3,1,2, ,2, , ,4,3,1,2,3, , ,1, ,1, , , ,2, ,2,7,1, ,3,1,1,17,0.2200672138, 
333334795162,1,3,9,1,2,2,2,2,2,1,2, , , , ,4,2,3,2,2,2,2,1,3,3,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,3, ,1,1,1,1,1,1, ,2, ,2, , , , , , , , , , ,2,2,1,3,3,4,4,6,2,2,4,4,2,2,3,2,3, , ,3,3,3,1,1, ,1,1, , ,1,50,25,50,3,2,1,1,1,1,2,2,2, ,1,4, , ,4,3,1,3,2, , ,1, ,2, , , ,3,2,2,2,3, ,3,1,2,17,1.5409419747, 
333334795817,1,1,9,2,2,2,4,2,2,1,2, , , , ,4,3,1,3,3,2,2,2,3,1,3,4,2,2,2,3,2,2,1,1,1,1,1,2,2,1,2,2,2,1,2,2,1,2,2, ,2,1,1,2,2,2, ,2,2, ,1,2, , , ,1, , , , , ,2,2,1,3,5,6,6,6,2,2,3,3,3,1,3,3,3, , ,3,4,3,3,3, ,3,3, , , ,50,50,50,3,1,1,1,1,1,3,3,2, ,1,4, , ,3,3,1,2,4, , ,1, ,3, , , ,1, ,1,8,1, ,2,1,2,10,0.6958523773, 
